market,arrival_date,price
Hospet,31-08-2016,300
Kolkata (WB),31-08-2016,355
Jabalpur,31-08-2016,330
Kanpur (CC),31-08-2016,367
Luknow (CC),31-08-2016,390
Raipur,31-08-2016,325
Surat,31-08-2016,
Varanasi (CC),31-08-2016,367
Indore (CC),31-08-2016,338
Ranchi (CC),31-08-2016,
Asansole,31-08-2016,
Patna,31-08-2016,
Ajmer,31-08-2016,332
Pune,31-08-2016,330
Ahmedabad,31-08-2016,342
Barwala,31-08-2016,337
Bengaluru (CC),31-08-2016,335
Brahmapur (OD),31-08-2016,
Burdwan (CC),31-08-2016,
Chennai (CC),31-08-2016,360
Chittoor,31-08-2016,353
Vijayawada,31-08-2016,320
E.Godavari,31-08-2016,320
Hyderabad,31-08-2016,318
Ludhiana,31-08-2016,327
Midnapur (KOL),31-08-2016,
Mumbai (CC),31-08-2016,355
Muzaffurpur (CC),31-08-2016,
Namakkal,31-08-2016,340
Mysuru,31-08-2016,335
Delhi (CC),31-08-2016,342
Nagpur,31-08-2016,310
Midnapur (KOL),01-09-2016,
Ahmedabad,01-09-2016,430
Ajmer,01-09-2016,391
Asansole,01-09-2016,
Barwala,01-09-2016,392
Chennai (CC),01-09-2016,420
Brahmapur (OD),01-09-2016,
Burdwan (CC),01-09-2016,
Mumbai (CC),01-09-2016,435
Chittoor,01-09-2016,413
Delhi (CC),01-09-2016,410
E.Godavari,01-09-2016,382
Hyderabad,01-09-2016,395
Bengaluru (CC),01-09-2016,410
Muzaffurpur (CC),01-09-2016,
Pune,01-09-2016,430
Nagpur,01-09-2016,388
Warangal,01-09-2016,398
Allahabad (CC),01-09-2016,414
Bhopal,01-09-2016,425
Hospet,01-09-2016,370
Indore (CC),01-09-2016,400
Jabalpur,01-09-2016,405
Kanpur (CC),01-09-2016,433
Kolkata (WB),01-09-2016,424
Luknow (CC),01-09-2016,450
Surat,01-09-2016,
Varanasi (CC),01-09-2016,437
Vijayawada,01-09-2016,382
Ranchi (CC),01-09-2016,
Patna,01-09-2016,
Namakkal,01-09-2016,402
Mysuru,01-09-2016,422
Raipur,01-09-2016,417
W.Godavari,01-09-2016,382
Ludhiana,01-09-2016,390
Vizag,01-09-2016,390
Ajmer,02-09-2016,352
Ahmedabad,02-09-2016,395
Vizag,02-09-2016,380
W.Godavari,02-09-2016,365
Warangal,02-09-2016,368
Allahabad (CC),02-09-2016,371
Bhopal,02-09-2016,375
Hospet,02-09-2016,340
Indore (CC),02-09-2016,375
Jabalpur,02-09-2016,368
Kanpur (CC),02-09-2016,390
Luknow (CC),02-09-2016,410
Raipur,02-09-2016,375
Surat,02-09-2016,
Varanasi (CC),02-09-2016,397
Ranchi (CC),02-09-2016,
Pune,02-09-2016,395
Vijayawada,02-09-2016,365
Namakkal,02-09-2016,370
Asansole,02-09-2016,
Barwala,02-09-2016,356
Bengaluru (CC),02-09-2016,372
Brahmapur (OD),02-09-2016,
Burdwan (CC),02-09-2016,
Chennai (CC),02-09-2016,385
Chittoor,02-09-2016,378
Delhi (CC),02-09-2016,370
E.Godavari,02-09-2016,365
Hyderabad,02-09-2016,365
Ludhiana,02-09-2016,350
Midnapur (KOL),02-09-2016,
Mumbai (CC),02-09-2016,405
Muzaffurpur (CC),02-09-2016,
Mysuru,02-09-2016,375
Nagpur,02-09-2016,352
Patna,02-09-2016,
Kolkata (WB),02-09-2016,412
Ahmedabad,03-09-2016,325
Ajmer,03-09-2016,280
Asansole,03-09-2016,
Barwala,03-09-2016,290
Bengaluru (CC),03-09-2016,325
Burdwan (CC),03-09-2016,
Vijayawada,03-09-2016,295
E.Godavari,03-09-2016,295
Hyderabad,03-09-2016,290
Ludhiana,03-09-2016,282
Midnapur (KOL),03-09-2016,
Mumbai (CC),03-09-2016,325
Muzaffurpur (CC),03-09-2016,
Mysuru,03-09-2016,340
Nagpur,03-09-2016,295
Namakkal,03-09-2016,333
Patna,03-09-2016,
Pune,03-09-2016,320
Ranchi (CC),03-09-2016,
Chennai (CC),03-09-2016,345
Delhi (CC),03-09-2016,300
Vizag,03-09-2016,305
Warangal,03-09-2016,293
Allahabad (CC),03-09-2016,314
Bhopal,03-09-2016,310
Hospet,03-09-2016,290
Indore (CC),03-09-2016,297
Jabalpur,03-09-2016,308
Kanpur (CC),03-09-2016,324
Kolkata (WB),03-09-2016,329
Luknow (CC),03-09-2016,330
Raipur,03-09-2016,305
Surat,03-09-2016,
Varanasi (CC),03-09-2016,333
Brahmapur (OD),03-09-2016,
W.Godavari,03-09-2016,295
Chittoor,03-09-2016,338
Kanpur (CC),04-09-2016,319
Raipur,04-09-2016,300
Luknow (CC),04-09-2016,350
Kolkata (WB),04-09-2016,343
Jabalpur,04-09-2016,305
Ahmedabad,04-09-2016,335
Ajmer,04-09-2016,269
Asansole,04-09-2016,
Barwala,04-09-2016,283
Bengaluru (CC),04-09-2016,335
Brahmapur (OD),04-09-2016,
Burdwan (CC),04-09-2016,
Chennai (CC),04-09-2016,355
Chittoor,04-09-2016,348
Delhi (CC),04-09-2016,282
E.Godavari,04-09-2016,310
Hyderabad,04-09-2016,305
Ludhiana,04-09-2016,283
Midnapur (KOL),04-09-2016,
Varanasi (CC),04-09-2016,323
Mumbai (CC),04-09-2016,335
Mysuru,04-09-2016,345
Indore (CC),04-09-2016,290
Hospet,04-09-2016,300
Bhopal,04-09-2016,305
Allahabad (CC),04-09-2016,314
Warangal,04-09-2016,308
Muzaffurpur (CC),04-09-2016,
W.Godavari,04-09-2016,310
Vijayawada,04-09-2016,310
Ranchi (CC),04-09-2016,
Pune,04-09-2016,325
Patna,04-09-2016,
Namakkal,04-09-2016,350
Nagpur,04-09-2016,290
Vizag,04-09-2016,318
Surat,04-09-2016,
Ajmer,05-09-2016,361
Asansole,05-09-2016,
Varanasi (CC),05-09-2016,393
Nagpur,05-09-2016,382
Mysuru,05-09-2016,417
Muzaffurpur (CC),05-09-2016,
Mumbai (CC),05-09-2016,414
Midnapur (KOL),05-09-2016,
Ludhiana,05-09-2016,340
Hyderabad,05-09-2016,380
E.Godavari,05-09-2016,375
Delhi (CC),05-09-2016,356
Chittoor,05-09-2016,398
Chennai (CC),05-09-2016,405
Burdwan (CC),05-09-2016,
Brahmapur (OD),05-09-2016,
Bengaluru (CC),05-09-2016,410
Ahmedabad,05-09-2016,393
Namakkal,05-09-2016,380
Patna,05-09-2016,
Barwala,05-09-2016,365
Ranchi (CC),05-09-2016,
Pune,05-09-2016,420
Surat,05-09-2016,
Raipur,05-09-2016,395
Luknow (CC),05-09-2016,390
Kanpur (CC),05-09-2016,390
Jabalpur,05-09-2016,390
Indore (CC),05-09-2016,358
Kolkata (WB),05-09-2016,390
Bhopal,05-09-2016,390
Allahabad (CC),05-09-2016,381
Warangal,05-09-2016,383
W.Godavari,05-09-2016,375
Vizag,05-09-2016,380
Vijayawada,05-09-2016,375
Hospet,05-09-2016,375
Ludhiana,06-09-2016,343
Nagpur,06-09-2016,373
Mysuru,06-09-2016,410
Muzaffurpur (CC),06-09-2016,
Mumbai (CC),06-09-2016,405
Midnapur (KOL),06-09-2016,
Hyderabad,06-09-2016,358
Ajmer,06-09-2016,350
Delhi (CC),06-09-2016,360
Chittoor,06-09-2016,413
Chennai (CC),06-09-2016,420
Burdwan (CC),06-09-2016,
Ahmedabad,06-09-2016,393
Namakkal,06-09-2016,393
Asansole,06-09-2016,
Barwala,06-09-2016,358
E.Godavari,06-09-2016,362
Patna,06-09-2016,
Bhopal,06-09-2016,385
Ranchi (CC),06-09-2016,
Bengaluru (CC),06-09-2016,400
Varanasi (CC),06-09-2016,393
Surat,06-09-2016,
Raipur,06-09-2016,375
Luknow (CC),06-09-2016,390
Pune,06-09-2016,406
Kanpur (CC),06-09-2016,381
Kolkata (WB),06-09-2016,400
Indore (CC),06-09-2016,368
Hospet,06-09-2016,365
Allahabad (CC),06-09-2016,371
Warangal,06-09-2016,361
W.Godavari,06-09-2016,362
Vizag,06-09-2016,374
Vijayawada,06-09-2016,362
Jabalpur,06-09-2016,380
Brahmapur (OD),06-09-2016,
Varanasi (CC),07-09-2016,453
Raipur,07-09-2016,430
Surat,07-09-2016,
Barwala,07-09-2016,402
Kolkata (WB),07-09-2016,445
Luknow (CC),07-09-2016,450
Ahmedabad,07-09-2016,452
Ajmer,07-09-2016,419
Asansole,07-09-2016,
Bengaluru (CC),07-09-2016,450
Brahmapur (OD),07-09-2016,
Burdwan (CC),07-09-2016,
Chennai (CC),07-09-2016,460
Delhi (CC),07-09-2016,414
E.Godavari,07-09-2016,413
Hyderabad,07-09-2016,414
Ludhiana,07-09-2016,398
Midnapur (KOL),07-09-2016,
Mumbai (CC),07-09-2016,464
Muzaffurpur (CC),07-09-2016,
Chittoor,07-09-2016,453
Nagpur,07-09-2016,430
Kanpur (CC),07-09-2016,438
Mysuru,07-09-2016,456
Jabalpur,07-09-2016,437
Indore (CC),07-09-2016,410
Hospet,07-09-2016,415
Allahabad (CC),07-09-2016,448
Warangal,07-09-2016,414
Bhopal,07-09-2016,440
Vizag,07-09-2016,418
Vijayawada,07-09-2016,413
Ranchi (CC),07-09-2016,
Pune,07-09-2016,467
Patna,07-09-2016,
Namakkal,07-09-2016,435
W.Godavari,07-09-2016,413
Mysuru,08-09-2016,376
Hyderabad,08-09-2016,335
Muzaffurpur (CC),08-09-2016,
Mumbai (CC),08-09-2016,380
Midnapur (KOL),08-09-2016,
Ludhiana,08-09-2016,320
E.Godavari,08-09-2016,340
Barwala,08-09-2016,330
Chittoor,08-09-2016,393
Chennai (CC),08-09-2016,400
Burdwan (CC),08-09-2016,
Brahmapur (OD),08-09-2016,
Bengaluru (CC),08-09-2016,370
Asansole,08-09-2016,
Nagpur,08-09-2016,310
Delhi (CC),08-09-2016,335
Namakkal,08-09-2016,355
Surat,08-09-2016,
Pune,08-09-2016,370
Ahmedabad,08-09-2016,370
Varanasi (CC),08-09-2016,390
Raipur,08-09-2016,310
Luknow (CC),08-09-2016,397
Kolkata (WB),08-09-2016,380
Kanpur (CC),08-09-2016,362
Jabalpur,08-09-2016,348
Patna,08-09-2016,
Indore (CC),08-09-2016,358
Bhopal,08-09-2016,350
Allahabad (CC),08-09-2016,352
Warangal,08-09-2016,335
W.Godavari,08-09-2016,340
Vizag,08-09-2016,350
Vijayawada,08-09-2016,340
Ranchi (CC),08-09-2016,
Hospet,08-09-2016,335
Ajmer,08-09-2016,320
Ajmer,09-09-2016,340
Varanasi (CC),09-09-2016,373
Ranchi (CC),09-09-2016,
Vijayawada,09-09-2016,329
Vizag,09-09-2016,336
W.Godavari,09-09-2016,329
Warangal,09-09-2016,323
Allahabad (CC),09-09-2016,345
Hospet,09-09-2016,300
Indore (CC),09-09-2016,330
Jabalpur,09-09-2016,331
Kanpur (CC),09-09-2016,367
Ahmedabad,09-09-2016,347
Kolkata (WB),09-09-2016,380
Luknow (CC),09-09-2016,380
Raipur,09-09-2016,320
Surat,09-09-2016,
Pune,09-09-2016,338
Patna,09-09-2016,
Bhopal,09-09-2016,333
Nagpur,09-09-2016,313
Namakkal,09-09-2016,345
Barwala,09-09-2016,347
Bengaluru (CC),09-09-2016,335
Brahmapur (OD),09-09-2016,
Burdwan (CC),09-09-2016,
Chennai (CC),09-09-2016,360
Chittoor,09-09-2016,353
Delhi (CC),09-09-2016,353
Asansole,09-09-2016,
Hyderabad,09-09-2016,320
Ludhiana,09-09-2016,337
Midnapur (KOL),09-09-2016,
Mumbai (CC),09-09-2016,357
Muzaffurpur (CC),09-09-2016,
Mysuru,09-09-2016,338
E.Godavari,09-09-2016,329
Namakkal,10-09-2016,360
Patna,10-09-2016,
Pune,10-09-2016,385
Ranchi (CC),10-09-2016,
Vijayawada,10-09-2016,363
Varanasi (CC),10-09-2016,387
Surat,10-09-2016,
Raipur,10-09-2016,345
Jabalpur,10-09-2016,350
Kolkata (WB),10-09-2016,402
Kanpur (CC),10-09-2016,381
Indore (CC),10-09-2016,350
Hospet,10-09-2016,320
Bhopal,10-09-2016,353
Allahabad (CC),10-09-2016,357
Luknow (CC),10-09-2016,380
Nagpur,10-09-2016,335
W.Godavari,10-09-2016,363
Muzaffurpur (CC),10-09-2016,
Warangal,10-09-2016,346
Ahmedabad,10-09-2016,385
Ajmer,10-09-2016,340
Asansole,10-09-2016,
Barwala,10-09-2016,354
Bengaluru (CC),10-09-2016,355
Brahmapur (OD),10-09-2016,
Mysuru,10-09-2016,361
Burdwan (CC),10-09-2016,
Chittoor,10-09-2016,358
Delhi (CC),10-09-2016,353
E.Godavari,10-09-2016,363
Hyderabad,10-09-2016,345
Ludhiana,10-09-2016,342
Midnapur (KOL),10-09-2016,
Mumbai (CC),10-09-2016,390
Chennai (CC),10-09-2016,365
Vizag,10-09-2016,372
Surat,11-09-2016,
Ajmer,11-09-2016,397
Barwala,11-09-2016,403
Brahmapur (OD),11-09-2016,
Burdwan (CC),11-09-2016,
Chennai (CC),11-09-2016,417
Chittoor,11-09-2016,410
Delhi (CC),11-09-2016,412
E.Godavari,11-09-2016,397
Hyderabad,11-09-2016,391
Ludhiana,11-09-2016,392
Midnapur (KOL),11-09-2016,
Mumbai (CC),11-09-2016,437
Muzaffurpur (CC),11-09-2016,
Mysuru,11-09-2016,414
Nagpur,11-09-2016,398
Namakkal,11-09-2016,402
Patna,11-09-2016,
Pune,11-09-2016,435
Raipur,11-09-2016,410
Luknow (CC),11-09-2016,447
Kolkata (WB),11-09-2016,437
Kanpur (CC),11-09-2016,438
Jabalpur,11-09-2016,403
Indore (CC),11-09-2016,412
Asansole,11-09-2016,
Hospet,11-09-2016,380
Allahabad (CC),11-09-2016,419
Warangal,11-09-2016,394
W.Godavari,11-09-2016,397
Vizag,11-09-2016,395
Vijayawada,11-09-2016,397
Ranchi (CC),11-09-2016,
Bhopal,11-09-2016,415
Varanasi (CC),11-09-2016,440
Bengaluru (CC),11-09-2016,415
Ahmedabad,11-09-2016,434
Warangal,12-09-2016,380
W.Godavari,12-09-2016,382
Vizag,12-09-2016,383
Vijayawada,12-09-2016,382
Ranchi (CC),12-09-2016,
Pune,12-09-2016,420
Patna,12-09-2016,
Varanasi (CC),12-09-2016,437
Nagpur,12-09-2016,388
Mysuru,12-09-2016,398
Muzaffurpur (CC),12-09-2016,
Mumbai (CC),12-09-2016,422
Midnapur (KOL),12-09-2016,
Ludhiana,12-09-2016,382
Hyderabad,12-09-2016,380
Allahabad (CC),12-09-2016,424
Namakkal,12-09-2016,390
Bhopal,12-09-2016,405
Indore (CC),12-09-2016,395
Ahmedabad,12-09-2016,418
Luknow (CC),12-09-2016,440
Ajmer,12-09-2016,388
Asansole,12-09-2016,
Barwala,12-09-2016,390
Bengaluru (CC),12-09-2016,398
Hospet,12-09-2016,363
Brahmapur (OD),12-09-2016,
Chennai (CC),12-09-2016,402
Chittoor,12-09-2016,395
Delhi (CC),12-09-2016,410
Kolkata (WB),12-09-2016,430
Kanpur (CC),12-09-2016,428
Jabalpur,12-09-2016,400
Burdwan (CC),12-09-2016,
E.Godavari,12-09-2016,382
Surat,12-09-2016,
Raipur,12-09-2016,394
Ajmer,13-09-2016,360
Vijayawada,13-09-2016,350
Vizag,13-09-2016,360
W.Godavari,13-09-2016,350
Warangal,13-09-2016,338
Allahabad (CC),13-09-2016,371
Bhopal,13-09-2016,350
Hospet,13-09-2016,330
Indore (CC),13-09-2016,348
Jabalpur,13-09-2016,346
Kanpur (CC),13-09-2016,381
Kolkata (WB),13-09-2016,395
Luknow (CC),13-09-2016,390
Raipur,13-09-2016,341
Surat,13-09-2016,
Varanasi (CC),13-09-2016,390
Ranchi (CC),13-09-2016,
Pune,13-09-2016,365
Ahmedabad,13-09-2016,366
Namakkal,13-09-2016,361
Patna,13-09-2016,
Barwala,13-09-2016,364
Bengaluru (CC),13-09-2016,365
Brahmapur (OD),13-09-2016,
Burdwan (CC),13-09-2016,
Chennai (CC),13-09-2016,375
Chittoor,13-09-2016,368
Delhi (CC),13-09-2016,370
Asansole,13-09-2016,
Hyderabad,13-09-2016,340
Ludhiana,13-09-2016,344
Midnapur (KOL),13-09-2016,
Mumbai (CC),13-09-2016,375
Muzaffurpur (CC),13-09-2016,
Mysuru,13-09-2016,365
Nagpur,13-09-2016,342
E.Godavari,13-09-2016,350
Vijayawada,14-09-2016,357
Vizag,14-09-2016,375
W.Godavari,14-09-2016,357
Warangal,14-09-2016,345
Allahabad (CC),14-09-2016,380
Bhopal,14-09-2016,370
Hospet,14-09-2016,335
Kolkata (WB),14-09-2016,405
Jabalpur,14-09-2016,366
Kanpur (CC),14-09-2016,405
Luknow (CC),14-09-2016,407
Raipur,14-09-2016,365
Surat,14-09-2016,
Varanasi (CC),14-09-2016,400
Ranchi (CC),14-09-2016,
Indore (CC),14-09-2016,350
Pune,14-09-2016,375
Patna,14-09-2016,
Namakkal,14-09-2016,361
Ahmedabad,14-09-2016,380
Asansole,14-09-2016,
Barwala,14-09-2016,371
Bengaluru (CC),14-09-2016,370
Brahmapur (OD),14-09-2016,
Burdwan (CC),14-09-2016,
Chennai (CC),14-09-2016,375
Chittoor,14-09-2016,368
Ajmer,14-09-2016,360
E.Godavari,14-09-2016,357
Hyderabad,14-09-2016,351
Ludhiana,14-09-2016,362
Midnapur (KOL),14-09-2016,
Mumbai (CC),14-09-2016,383
Muzaffurpur (CC),14-09-2016,
Mysuru,14-09-2016,370
Nagpur,14-09-2016,355
Delhi (CC),14-09-2016,383
Ranchi (CC),15-09-2016,
Vijayawada,15-09-2016,367
Vizag,15-09-2016,380
W.Godavari,15-09-2016,367
Warangal,15-09-2016,360
Allahabad (CC),15-09-2016,381
Bhopal,15-09-2016,380
Luknow (CC),15-09-2016,407
Jabalpur,15-09-2016,374
Kanpur (CC),15-09-2016,405
Kolkata (WB),15-09-2016,410
Raipur,15-09-2016,370
Surat,15-09-2016,
Varanasi (CC),15-09-2016,407
Pune,15-09-2016,390
Indore (CC),15-09-2016,360
Patna,15-09-2016,
Hospet,15-09-2016,345
Nagpur,15-09-2016,360
Ajmer,15-09-2016,360
Asansole,15-09-2016,
Barwala,15-09-2016,373
Bengaluru (CC),15-09-2016,380
Brahmapur (OD),15-09-2016,
Burdwan (CC),15-09-2016,
Chennai (CC),15-09-2016,375
Chittoor,15-09-2016,368
Namakkal,15-09-2016,375
Ahmedabad,15-09-2016,387
E.Godavari,15-09-2016,367
Hyderabad,15-09-2016,357
Ludhiana,15-09-2016,362
Midnapur (KOL),15-09-2016,
Mumbai (CC),15-09-2016,394
Muzaffurpur (CC),15-09-2016,
Mysuru,15-09-2016,390
Delhi (CC),15-09-2016,383
Vijayawada,16-09-2016,374
Vizag,16-09-2016,387
W.Godavari,16-09-2016,374
Warangal,16-09-2016,363
Allahabad (CC),16-09-2016,390
Bhopal,16-09-2016,380
Hospet,16-09-2016,350
Luknow (CC),16-09-2016,407
Jabalpur,16-09-2016,374
Kanpur (CC),16-09-2016,405
Kolkata (WB),16-09-2016,412
Raipur,16-09-2016,375
Surat,16-09-2016,
Varanasi (CC),16-09-2016,413
Ranchi (CC),16-09-2016,
Indore (CC),16-09-2016,365
Pune,16-09-2016,395
Ajmer,16-09-2016,360
Namakkal,16-09-2016,375
Asansole,16-09-2016,
Barwala,16-09-2016,375
Bengaluru (CC),16-09-2016,385
Brahmapur (OD),16-09-2016,
Burdwan (CC),16-09-2016,
Chennai (CC),16-09-2016,390
Chittoor,16-09-2016,383
Delhi (CC),16-09-2016,383
Ahmedabad,16-09-2016,387
Hyderabad,16-09-2016,360
E.Godavari,16-09-2016,374
Nagpur,16-09-2016,365
Mysuru,16-09-2016,390
Patna,16-09-2016,
Mumbai (CC),16-09-2016,400
Midnapur (KOL),16-09-2016,
Ludhiana,16-09-2016,362
Muzaffurpur (CC),16-09-2016,
Ranchi (CC),17-09-2016,
Vijayawada,17-09-2016,378
Vizag,17-09-2016,387
W.Godavari,17-09-2016,378
Warangal,17-09-2016,365
Allahabad (CC),17-09-2016,390
Bhopal,17-09-2016,380
Indore (CC),17-09-2016,366
Jabalpur,17-09-2016,378
Kanpur (CC),17-09-2016,405
Luknow (CC),17-09-2016,407
Raipur,17-09-2016,375
Surat,17-09-2016,
Varanasi (CC),17-09-2016,413
Pune,17-09-2016,400
Hospet,17-09-2016,355
Kolkata (WB),17-09-2016,412
Patna,17-09-2016,
Nagpur,17-09-2016,367
Namakkal,17-09-2016,385
Ajmer,17-09-2016,360
Asansole,17-09-2016,
Barwala,17-09-2016,375
Bengaluru (CC),17-09-2016,390
Brahmapur (OD),17-09-2016,
Burdwan (CC),17-09-2016,
Chennai (CC),17-09-2016,390
Ahmedabad,17-09-2016,392
Delhi (CC),17-09-2016,383
E.Godavari,17-09-2016,378
Hyderabad,17-09-2016,362
Ludhiana,17-09-2016,366
Midnapur (KOL),17-09-2016,
Mumbai (CC),17-09-2016,405
Muzaffurpur (CC),17-09-2016,
Mysuru,17-09-2016,398
Chittoor,17-09-2016,383
Ranchi (CC),18-09-2016,
Vijayawada,18-09-2016,378
Vizag,18-09-2016,387
W.Godavari,18-09-2016,378
Warangal,18-09-2016,365
Allahabad (CC),18-09-2016,381
Bhopal,18-09-2016,380
Kolkata (WB),18-09-2016,412
Indore (CC),18-09-2016,371
Jabalpur,18-09-2016,378
Kanpur (CC),18-09-2016,405
Luknow (CC),18-09-2016,407
Raipur,18-09-2016,375
Surat,18-09-2016,
Varanasi (CC),18-09-2016,413
Hospet,18-09-2016,355
Pune,18-09-2016,402
Patna,18-09-2016,
Nagpur,18-09-2016,365
Namakkal,18-09-2016,385
Ajmer,18-09-2016,355
Asansole,18-09-2016,
Barwala,18-09-2016,375
Bengaluru (CC),18-09-2016,390
Brahmapur (OD),18-09-2016,
Burdwan (CC),18-09-2016,
Chennai (CC),18-09-2016,400
Ahmedabad,18-09-2016,392
Delhi (CC),18-09-2016,383
E.Godavari,18-09-2016,378
Hyderabad,18-09-2016,362
Ludhiana,18-09-2016,366
Midnapur (KOL),18-09-2016,
Mumbai (CC),18-09-2016,407
Muzaffurpur (CC),18-09-2016,
Mysuru,18-09-2016,398
Chittoor,18-09-2016,393
Ranchi (CC),19-09-2016,
Vijayawada,19-09-2016,378
Vizag,19-09-2016,387
W.Godavari,19-09-2016,378
Warangal,19-09-2016,365
Allahabad (CC),19-09-2016,381
Bhopal,19-09-2016,375
Kolkata (WB),19-09-2016,412
Indore (CC),19-09-2016,373
Jabalpur,19-09-2016,373
Kanpur (CC),19-09-2016,395
Luknow (CC),19-09-2016,407
Raipur,19-09-2016,375
Surat,19-09-2016,
Pune,19-09-2016,402
Hospet,19-09-2016,355
Patna,19-09-2016,
Varanasi (CC),19-09-2016,413
Nagpur,19-09-2016,365
Ahmedabad,19-09-2016,392
Ajmer,19-09-2016,345
Asansole,19-09-2016,
Barwala,19-09-2016,375
Bengaluru (CC),19-09-2016,390
Brahmapur (OD),19-09-2016,
Burdwan (CC),19-09-2016,
Chennai (CC),19-09-2016,400
Namakkal,19-09-2016,385
Delhi (CC),19-09-2016,383
E.Godavari,19-09-2016,378
Hyderabad,19-09-2016,362
Ludhiana,19-09-2016,361
Midnapur (KOL),19-09-2016,
Mumbai (CC),19-09-2016,407
Muzaffurpur (CC),19-09-2016,
Mysuru,19-09-2016,398
Chittoor,19-09-2016,393
Vijayawada,20-09-2016,378
Vizag,20-09-2016,387
W.Godavari,20-09-2016,378
Warangal,20-09-2016,365
Allahabad (CC),20-09-2016,371
Bhopal,20-09-2016,370
Hospet,20-09-2016,355
Luknow (CC),20-09-2016,407
Jabalpur,20-09-2016,370
Kanpur (CC),20-09-2016,395
Kolkata (WB),20-09-2016,408
Raipur,20-09-2016,370
Surat,20-09-2016,
Varanasi (CC),20-09-2016,400
Ranchi (CC),20-09-2016,
Indore (CC),20-09-2016,372
Pune,20-09-2016,402
Patna,20-09-2016,
Namakkal,20-09-2016,385
Ahmedabad,20-09-2016,392
Asansole,20-09-2016,
Barwala,20-09-2016,360
Bengaluru (CC),20-09-2016,390
Brahmapur (OD),20-09-2016,
Ajmer,20-09-2016,345
Chennai (CC),20-09-2016,400
Chittoor,20-09-2016,393
Burdwan (CC),20-09-2016,
E.Godavari,20-09-2016,378
Hyderabad,20-09-2016,355
Ludhiana,20-09-2016,353
Midnapur (KOL),20-09-2016,
Mumbai (CC),20-09-2016,407
Muzaffurpur (CC),20-09-2016,
Mysuru,20-09-2016,398
Nagpur,20-09-2016,355
Delhi (CC),20-09-2016,370
Vijayawada,21-09-2016,363
Vizag,21-09-2016,372
W.Godavari,21-09-2016,363
Warangal,21-09-2016,357
Allahabad (CC),21-09-2016,371
Bhopal,21-09-2016,355
Varanasi (CC),21-09-2016,400
Indore (CC),21-09-2016,360
Kanpur (CC),21-09-2016,390
Kolkata (WB),21-09-2016,403
Luknow (CC),21-09-2016,407
Raipur,21-09-2016,350
Surat,21-09-2016,
Ranchi (CC),21-09-2016,
Hospet,21-09-2016,355
Pune,21-09-2016,402
Jabalpur,21-09-2016,363
Namakkal,21-09-2016,385
Ahmedabad,21-09-2016,385
Patna,21-09-2016,
Ajmer,21-09-2016,345
Asansole,21-09-2016,
Barwala,21-09-2016,360
Bengaluru (CC),21-09-2016,390
Brahmapur (OD),21-09-2016,
Burdwan (CC),21-09-2016,
Chennai (CC),21-09-2016,400
Hyderabad,21-09-2016,355
Delhi (CC),21-09-2016,370
E.Godavari,21-09-2016,363
Ludhiana,21-09-2016,348
Midnapur (KOL),21-09-2016,
Mumbai (CC),21-09-2016,400
Muzaffurpur (CC),21-09-2016,
Nagpur,21-09-2016,353
Chittoor,21-09-2016,393
Mysuru,21-09-2016,398
Ranchi (CC),22-09-2016,
Vijayawada,22-09-2016,363
Vizag,22-09-2016,372
W.Godavari,22-09-2016,363
Warangal,22-09-2016,357
Allahabad (CC),22-09-2016,371
Bhopal,22-09-2016,365
Kanpur (CC),22-09-2016,381
Jabalpur,22-09-2016,363
Pune,22-09-2016,402
Kolkata (WB),22-09-2016,395
Luknow (CC),22-09-2016,400
Raipur,22-09-2016,350
Varanasi (CC),22-09-2016,393
Hospet,22-09-2016,340
Patna,22-09-2016,
Surat,22-09-2016,
Nagpur,22-09-2016,350
Ahmedabad,22-09-2016,385
Namakkal,22-09-2016,370
Ajmer,22-09-2016,340
Asansole,22-09-2016,
Barwala,22-09-2016,352
Bengaluru (CC),22-09-2016,375
Brahmapur (OD),22-09-2016,
Burdwan (CC),22-09-2016,
Chennai (CC),22-09-2016,400
Indore (CC),22-09-2016,362
Delhi (CC),22-09-2016,363
E.Godavari,22-09-2016,363
Hyderabad,22-09-2016,345
Ludhiana,22-09-2016,343
Midnapur (KOL),22-09-2016,
Mumbai (CC),22-09-2016,400
Mysuru,22-09-2016,378
Chittoor,22-09-2016,393
Muzaffurpur (CC),22-09-2016,
Vijayawada,23-09-2016,363
Vizag,23-09-2016,372
W.Godavari,23-09-2016,363
Warangal,23-09-2016,346
Allahabad (CC),23-09-2016,371
Bhopal,23-09-2016,360
Kanpur (CC),23-09-2016,381
Indore (CC),23-09-2016,362
Jabalpur,23-09-2016,358
Ranchi (CC),23-09-2016,
Kolkata (WB),23-09-2016,395
Luknow (CC),23-09-2016,400
Raipur,23-09-2016,350
Surat,23-09-2016,
Varanasi (CC),23-09-2016,393
Hospet,23-09-2016,330
Pune,23-09-2016,395
Mysuru,23-09-2016,368
Namakkal,23-09-2016,370
Ahmedabad,23-09-2016,385
Ajmer,23-09-2016,340
Asansole,23-09-2016,
Barwala,23-09-2016,352
Bengaluru (CC),23-09-2016,365
Brahmapur (OD),23-09-2016,
Burdwan (CC),23-09-2016,
Patna,23-09-2016,
Chennai (CC),23-09-2016,385
Delhi (CC),23-09-2016,363
E.Godavari,23-09-2016,363
Ludhiana,23-09-2016,343
Midnapur (KOL),23-09-2016,
