market,arrival_date,price
Indore (CC),19-05-2020,320
Kanpur (CC),19-05-2020,305
Namakkal,19-05-2020,355
Mysuru,19-05-2020,362
Nagpur,19-05-2020,295
Ahmedabad,19-05-2020,347
Ajmer,19-05-2020,290
Asansole,19-05-2020,370
Barwala,19-05-2020,270
Brahmapur (OD),19-05-2020,337
Burdwan (CC),19-05-2020,350
Chennai (CC),19-05-2020,375
Bengaluru (CC),19-05-2020,355
Delhi (CC),19-05-2020,305
E.Godavari,19-05-2020,333
Hyderabad,19-05-2020,340
Ludhiana,19-05-2020,270
Midnapur (KOL),19-05-2020,350
Mumbai (CC),19-05-2020,375
Muzaffurpur (CC),19-05-2020,328
Chittoor,19-05-2020,368
Bhopal,20-05-2020,285
Pune,20-05-2020,375
Vijayawada,20-05-2020,333
Vizag,20-05-2020,375
W.Godavari,20-05-2020,333
Warangal,20-05-2020,342
Allahabad (CC),20-05-2020,324
Hospet,20-05-2020,320
Patna,20-05-2020,319
Jabalpur,20-05-2020,327
Kanpur (CC),20-05-2020,295
Kolkata (WB),20-05-2020,325
Luknow (CC),20-05-2020,309
Raipur,20-05-2020,345
Surat,20-05-2020,367
Varanasi (CC),20-05-2020,320
Indore (CC),20-05-2020,300
Namakkal,20-05-2020,355
Ranchi (CC),20-05-2020,338
Mysuru,20-05-2020,364
Ajmer,20-05-2020,270
Asansole,20-05-2020,352
Barwala,20-05-2020,263
Bengaluru (CC),20-05-2020,355
Brahmapur (OD),20-05-2020,337
Burdwan (CC),20-05-2020,350
Chennai (CC),20-05-2020,380
Chittoor,20-05-2020,373
Ahmedabad,20-05-2020,347
E.Godavari,20-05-2020,333
Hyderabad,20-05-2020,340
Ludhiana,20-05-2020,263
Midnapur (KOL),20-05-2020,350
Mumbai (CC),20-05-2020,380
Nagpur,20-05-2020,290
Muzaffurpur (CC),20-05-2020,328
Delhi (CC),20-05-2020,285
Ranchi (CC),21-05-2020,324
Vijayawada,21-05-2020,333
Vizag,21-05-2020,375
W.Godavari,21-05-2020,333
Warangal,21-05-2020,342
Allahabad (CC),21-05-2020,314
Bhopal,21-05-2020,285
Hospet,21-05-2020,320
Kolkata (WB),21-05-2020,325
Jabalpur,21-05-2020,320
Kanpur (CC),21-05-2020,295
Luknow (CC),21-05-2020,309
Raipur,21-05-2020,345
Surat,21-05-2020,367
Varanasi (CC),21-05-2020,323
Patna,21-05-2020,314
Indore (CC),21-05-2020,310
Namakkal,21-05-2020,355
Pune,21-05-2020,375
Mysuru,21-05-2020,364
Nagpur,21-05-2020,290
Ahmedabad,21-05-2020,347
Ajmer,21-05-2020,270
Asansole,21-05-2020,350
Barwala,21-05-2020,271
Brahmapur (OD),21-05-2020,337
Burdwan (CC),21-05-2020,350
Chennai (CC),21-05-2020,380
Bengaluru (CC),21-05-2020,355
Delhi (CC),21-05-2020,285
E.Godavari,21-05-2020,333
Hyderabad,21-05-2020,340
Ludhiana,21-05-2020,271
Midnapur (KOL),21-05-2020,350
Mumbai (CC),21-05-2020,380
Muzaffurpur (CC),21-05-2020,324
Chittoor,21-05-2020,373
Bhopal,22-05-2020,285
Hospet,22-05-2020,320
Indore (CC),22-05-2020,310
Jabalpur,22-05-2020,320
Luknow (CC),22-05-2020,319
Raipur,22-05-2020,345
Kolkata (WB),22-05-2020,325
Mumbai (CC),22-05-2020,370
Kanpur (CC),22-05-2020,295
Allahabad (CC),22-05-2020,314
Nagpur,22-05-2020,300
W.Godavari,22-05-2020,310
Vizag,22-05-2020,350
Vijayawada,22-05-2020,310
Ranchi (CC),22-05-2020,333
Pune,22-05-2020,355
Patna,22-05-2020,324
Namakkal,22-05-2020,355
Mysuru,22-05-2020,364
Muzaffurpur (CC),22-05-2020,324
Surat,22-05-2020,367
Warangal,22-05-2020,342
Varanasi (CC),22-05-2020,330
Ludhiana,22-05-2020,271
E.Godavari,22-05-2020,310
Hyderabad,22-05-2020,340
Delhi (CC),22-05-2020,285
Chittoor,22-05-2020,373
Chennai (CC),22-05-2020,380
Brahmapur (OD),22-05-2020,310
Burdwan (CC),22-05-2020,360
Barwala,22-05-2020,271
Asansole,22-05-2020,350
Ajmer,22-05-2020,270
Ahmedabad,22-05-2020,347
Midnapur (KOL),22-05-2020,360
Bengaluru (CC),22-05-2020,355
Ahmedabad,23-05-2020,347
Kanpur (CC),23-05-2020,295
Asansole,23-05-2020,350
Ajmer,23-05-2020,270
Kolkata (WB),23-05-2020,340
Jabalpur,23-05-2020,320
Raipur,23-05-2020,345
Surat,23-05-2020,367
Varanasi (CC),23-05-2020,330
Bengaluru (CC),23-05-2020,355
Luknow (CC),23-05-2020,319
Brahmapur (OD),23-05-2020,300
Barwala,23-05-2020,271
Chennai (CC),23-05-2020,380
Vizag,23-05-2020,350
Vijayawada,23-05-2020,310
Ranchi (CC),23-05-2020,333
Pune,23-05-2020,355
Patna,23-05-2020,314
Namakkal,23-05-2020,355
Nagpur,23-05-2020,305
Burdwan (CC),23-05-2020,360
Allahabad (CC),23-05-2020,309
Bhopal,23-05-2020,285
Hospet,23-05-2020,320
Mysuru,23-05-2020,364
Indore (CC),23-05-2020,300
Muzaffurpur (CC),23-05-2020,324
Mumbai (CC),23-05-2020,360
Midnapur (KOL),23-05-2020,360
Ludhiana,23-05-2020,271
Hyderabad,23-05-2020,340
E.Godavari,23-05-2020,310
Delhi (CC),23-05-2020,285
Chittoor,23-05-2020,373
W.Godavari,23-05-2020,310
Warangal,23-05-2020,342
Barwala,24-05-2020,257
Ajmer,24-05-2020,270
Ahmedabad,24-05-2020,347
Brahmapur (OD),24-05-2020,313
Asansole,24-05-2020,350
Bengaluru (CC),24-05-2020,355
Mumbai (CC),24-05-2020,360
Burdwan (CC),24-05-2020,360
Varanasi (CC),24-05-2020,321
Surat,24-05-2020,367
Raipur,24-05-2020,345
Luknow (CC),24-05-2020,319
Kolkata (WB),24-05-2020,340
Kanpur (CC),24-05-2020,295
Indore (CC),24-05-2020,300
Hospet,24-05-2020,320
Bhopal,24-05-2020,285
Allahabad (CC),24-05-2020,309
Warangal,24-05-2020,342
W.Godavari,24-05-2020,310
Vizag,24-05-2020,350
Vijayawada,24-05-2020,310
Jabalpur,24-05-2020,320
Pune,24-05-2020,357
Ranchi (CC),24-05-2020,328
Chennai (CC),24-05-2020,380
Chittoor,24-05-2020,373
Delhi (CC),24-05-2020,285
Hyderabad,24-05-2020,340
Ludhiana,24-05-2020,271
E.Godavari,24-05-2020,310
Midnapur (KOL),24-05-2020,360
Muzaffurpur (CC),24-05-2020,319
Mysuru,24-05-2020,364
Nagpur,24-05-2020,305
Namakkal,24-05-2020,355
Patna,24-05-2020,309
Bhopal,25-05-2020,285
Vijayawada,25-05-2020,310
Vizag,25-05-2020,350
W.Godavari,25-05-2020,310
Warangal,25-05-2020,342
Allahabad (CC),25-05-2020,309
Ranchi (CC),25-05-2020,324
Hospet,25-05-2020,320
Surat,25-05-2020,367
Jabalpur,25-05-2020,320
Kanpur (CC),25-05-2020,295
Kolkata (WB),25-05-2020,340
Luknow (CC),25-05-2020,319
Raipur,25-05-2020,345
Varanasi (CC),25-05-2020,317
Pune,25-05-2020,360
Indore (CC),25-05-2020,300
Patna,25-05-2020,309
Bengaluru (CC),25-05-2020,355
Nagpur,25-05-2020,305
Ahmedabad,25-05-2020,347
Ajmer,25-05-2020,270
Asansole,25-05-2020,350
Barwala,25-05-2020,258
Brahmapur (OD),25-05-2020,313
Burdwan (CC),25-05-2020,360
Namakkal,25-05-2020,355
Chittoor,25-05-2020,373
Chennai (CC),25-05-2020,380
E.Godavari,25-05-2020,310
Hyderabad,25-05-2020,340
Ludhiana,25-05-2020,257
Midnapur (KOL),25-05-2020,360
Mumbai (CC),25-05-2020,365
Muzaffurpur (CC),25-05-2020,319
Mysuru,25-05-2020,364
Delhi (CC),25-05-2020,275
Ajmer,26-05-2020,270
Ahmedabad,26-05-2020,347
Asansole,26-05-2020,350
Barwala,26-05-2020,261
Patna,26-05-2020,314
Raipur,26-05-2020,345
Luknow (CC),26-05-2020,319
Kolkata (WB),26-05-2020,340
Kanpur (CC),26-05-2020,295
Jabalpur,26-05-2020,320
Indore (CC),26-05-2020,300
Hospet,26-05-2020,320
Bhopal,26-05-2020,285
Allahabad (CC),26-05-2020,300
Warangal,26-05-2020,342
W.Godavari,26-05-2020,310
Vizag,26-05-2020,350
Vijayawada,26-05-2020,310
Ranchi (CC),26-05-2020,324
Pune,26-05-2020,360
Varanasi (CC),26-05-2020,313
Namakkal,26-05-2020,355
Bengaluru (CC),26-05-2020,355
Brahmapur (OD),26-05-2020,313
Burdwan (CC),26-05-2020,360
Chennai (CC),26-05-2020,380
Chittoor,26-05-2020,373
Delhi (CC),26-05-2020,275
Surat,26-05-2020,367
E.Godavari,26-05-2020,310
Ludhiana,26-05-2020,263
Midnapur (KOL),26-05-2020,360
Mumbai (CC),26-05-2020,365
Muzaffurpur (CC),26-05-2020,319
Mysuru,26-05-2020,364
Nagpur,26-05-2020,305
Hyderabad,26-05-2020,340
Raipur,27-05-2020,345
Ahmedabad,27-05-2020,347
Ajmer,27-05-2020,270
Pune,27-05-2020,360
Ranchi (CC),27-05-2020,328
Vijayawada,27-05-2020,310
Vizag,27-05-2020,350
W.Godavari,27-05-2020,310
Warangal,27-05-2020,342
Patna,27-05-2020,314
Allahabad (CC),27-05-2020,300
Hospet,27-05-2020,320
Indore (CC),27-05-2020,325
Jabalpur,27-05-2020,322
Kanpur (CC),27-05-2020,295
Kolkata (WB),27-05-2020,340
Luknow (CC),27-05-2020,319
Bhopal,27-05-2020,300
Surat,27-05-2020,367
Namakkal,27-05-2020,355
Mysuru,27-05-2020,364
Asansole,27-05-2020,350
Barwala,27-05-2020,261
Bengaluru (CC),27-05-2020,355
Brahmapur (OD),27-05-2020,313
Burdwan (CC),27-05-2020,360
Chennai (CC),27-05-2020,380
Nagpur,27-05-2020,298
Chittoor,27-05-2020,373
E.Godavari,27-05-2020,310
Hyderabad,27-05-2020,340
Ludhiana,27-05-2020,263
Midnapur (KOL),27-05-2020,360
Mumbai (CC),27-05-2020,365
Muzaffurpur (CC),27-05-2020,324
Delhi (CC),27-05-2020,275
Varanasi (CC),27-05-2020,317
Delhi (CC),28-05-2020,275
E.Godavari,28-05-2020,310
Vizag,28-05-2020,350
W.Godavari,28-05-2020,310
Warangal,28-05-2020,342
Allahabad (CC),28-05-2020,300
Bhopal,28-05-2020,295
Hospet,28-05-2020,320
Indore (CC),28-05-2020,340
Jabalpur,28-05-2020,322
Kanpur (CC),28-05-2020,295
Kolkata (WB),28-05-2020,340
Luknow (CC),28-05-2020,319
Raipur,28-05-2020,345
Surat,28-05-2020,367
Varanasi (CC),28-05-2020,317
Muzaffurpur (CC),28-05-2020,324
Ranchi (CC),28-05-2020,328
Pune,28-05-2020,360
Vijayawada,28-05-2020,310
Namakkal,28-05-2020,355
Mumbai (CC),28-05-2020,365
Chittoor,28-05-2020,373
Ahmedabad,28-05-2020,347
Ajmer,28-05-2020,270
Asansole,28-05-2020,350
Patna,28-05-2020,314
Bengaluru (CC),28-05-2020,355
Brahmapur (OD),28-05-2020,313
Barwala,28-05-2020,261
Chennai (CC),28-05-2020,380
Midnapur (KOL),28-05-2020,360
Ludhiana,28-05-2020,263
Hyderabad,28-05-2020,340
Mysuru,28-05-2020,364
Nagpur,28-05-2020,298
Burdwan (CC),28-05-2020,360
Ahmedabad,29-05-2020,347
Ajmer,29-05-2020,272
Asansole,29-05-2020,350
Barwala,29-05-2020,263
Bengaluru (CC),29-05-2020,355
Brahmapur (OD),29-05-2020,313
Delhi (CC),29-05-2020,275
Chennai (CC),29-05-2020,380
Varanasi (CC),29-05-2020,320
Surat,29-05-2020,367
Raipur,29-05-2020,345
Luknow (CC),29-05-2020,319
Kolkata (WB),29-05-2020,340
Kanpur (CC),29-05-2020,295
Jabalpur,29-05-2020,324
Indore (CC),29-05-2020,340
Hospet,29-05-2020,320
Bhopal,29-05-2020,295
Burdwan (CC),29-05-2020,360
Warangal,29-05-2020,342
W.Godavari,29-05-2020,310
Vizag,29-05-2020,350
Allahabad (CC),29-05-2020,305
Ranchi (CC),29-05-2020,333
Chittoor,29-05-2020,373
E.Godavari,29-05-2020,310
Vijayawada,29-05-2020,310
Ludhiana,29-05-2020,263
Midnapur (KOL),29-05-2020,360
Mumbai (CC),29-05-2020,365
Hyderabad,29-05-2020,340
Mysuru,29-05-2020,364
Nagpur,29-05-2020,303
Namakkal,29-05-2020,355
Patna,29-05-2020,314
Pune,29-05-2020,360
Muzaffurpur (CC),29-05-2020,328
Bengaluru (CC),30-05-2020,355
Brahmapur (OD),30-05-2020,313
Burdwan (CC),30-05-2020,360
Chennai (CC),30-05-2020,380
Ahmedabad,30-05-2020,350
Ajmer,30-05-2020,282
Chittoor,30-05-2020,373
Barwala,30-05-2020,266
E.Godavari,30-05-2020,310
Delhi (CC),30-05-2020,278
Varanasi (CC),30-05-2020,323
Surat,30-05-2020,370
Raipur,30-05-2020,345
Luknow (CC),30-05-2020,319
Kolkata (WB),30-05-2020,340
Jabalpur,30-05-2020,326
Indore (CC),30-05-2020,350
Hospet,30-05-2020,320
Bhopal,30-05-2020,300
Allahabad (CC),30-05-2020,309
Warangal,30-05-2020,342
W.Godavari,30-05-2020,310
Kanpur (CC),30-05-2020,295
Vijayawada,30-05-2020,310
Asansole,30-05-2020,350
Vizag,30-05-2020,350
Hyderabad,30-05-2020,340
Ludhiana,30-05-2020,267
Mumbai (CC),30-05-2020,368
Muzaffurpur (CC),30-05-2020,328
Midnapur (KOL),30-05-2020,360
Mysuru,30-05-2020,364
Nagpur,30-05-2020,305
Namakkal,30-05-2020,360
Patna,30-05-2020,319
Pune,30-05-2020,362
Ranchi (CC),30-05-2020,333
Bhopal,31-05-2020,310
Vizag,31-05-2020,350
W.Godavari,31-05-2020,310
Warangal,31-05-2020,342
Allahabad (CC),31-05-2020,314
Vijayawada,31-05-2020,310
Hospet,31-05-2020,320
Raipur,31-05-2020,350
Jabalpur,31-05-2020,333
Kanpur (CC),31-05-2020,305
Kolkata (WB),31-05-2020,340
Luknow (CC),31-05-2020,324
Surat,31-05-2020,375
Varanasi (CC),31-05-2020,323
Pune,31-05-2020,365
Indore (CC),31-05-2020,350
Patna,31-05-2020,324
Brahmapur (OD),31-05-2020,313
Nagpur,31-05-2020,310
Ahmedabad,31-05-2020,353
Ajmer,31-05-2020,300
Asansole,31-05-2020,350
Barwala,31-05-2020,275
Bengaluru (CC),31-05-2020,355
Burdwan (CC),31-05-2020,360
Chennai (CC),31-05-2020,380
Namakkal,31-05-2020,360
Chittoor,31-05-2020,373
E.Godavari,31-05-2020,310
Hyderabad,31-05-2020,340
Ludhiana,31-05-2020,282
Midnapur (KOL),31-05-2020,360
Mumbai (CC),31-05-2020,371
Muzaffurpur (CC),31-05-2020,328
Mysuru,31-05-2020,364
Delhi (CC),31-05-2020,283
Ranchi (CC),31-05-2020,352
Ajmer,01-06-2020,457
Ahmedabad,01-06-2020,495
Hyderabad,01-06-2020,440
Vijayawada,01-06-2020,473
Pune,01-06-2020,510
Patna,01-06-2020,528
Nagpur,01-06-2020,455
Namakkal,01-06-2020,428
E.Godavari,01-06-2020,473
Vizag,01-06-2020,488
Delhi (CC),01-06-2020,500
Chennai (CC),01-06-2020,490
Burdwan (CC),01-06-2020,525
Brahmapur (OD),01-06-2020,485
Bengaluru (CC),01-06-2020,475
Ludhiana,01-06-2020,466
Barwala,01-06-2020,457
Chittoor,01-06-2020,483
W.Godavari,01-06-2020,473
Ranchi (CC),01-06-2020,538
Allahabad (CC),01-06-2020,495
Midnapur (KOL),01-06-2020,525
Asansole,01-06-2020,525
Mumbai (CC),01-06-2020,521
Muzaffurpur (CC),01-06-2020,528
Warangal,01-06-2020,453
Varanasi (CC),01-06-2020,513
Surat,01-06-2020,525
Raipur,01-06-2020,512
Mysuru,01-06-2020,475
Kolkata (WB),01-06-2020,514
Kanpur (CC),01-06-2020,495
Jabalpur,01-06-2020,472
Indore (CC),01-06-2020,490
Hospet,01-06-2020,440
Bhopal,01-06-2020,485
Luknow (CC),01-06-2020,540
Ahmedabad,02-06-2020,375
Varanasi (CC),02-06-2020,373
Surat,02-06-2020,380
Raipur,02-06-2020,350
Luknow (CC),02-06-2020,380
Kolkata (WB),02-06-2020,348
Kanpur (CC),02-06-2020,338
Jabalpur,02-06-2020,340
Ajmer,02-06-2020,305
Chennai (CC),02-06-2020,390
Barwala,02-06-2020,295
Allahabad (CC),02-06-2020,352
Bhopal,02-06-2020,345
Hospet,02-06-2020,325
Indore (CC),02-06-2020,340
Vizag,02-06-2020,375
Vijayawada,02-06-2020,325
Ranchi (CC),02-06-2020,381
Pune,02-06-2020,380
Patna,02-06-2020,357
Namakkal,02-06-2020,335
Asansole,02-06-2020,371
Nagpur,02-06-2020,323
Muzaffurpur (CC),02-06-2020,357
Mumbai (CC),02-06-2020,380
Ludhiana,02-06-2020,309
Hyderabad,02-06-2020,315
E.Godavari,02-06-2020,325
Delhi (CC),02-06-2020,325
Chittoor,02-06-2020,383
Burdwan (CC),02-06-2020,360
Brahmapur (OD),02-06-2020,337
Bengaluru (CC),02-06-2020,360
Mysuru,02-06-2020,368
Midnapur (KOL),02-06-2020,360
W.Godavari,02-06-2020,325
Warangal,02-06-2020,318
Surat,03-06-2020,355
Hyderabad,03-06-2020,275
Ludhiana,03-06-2020,288
Midnapur (KOL),03-06-2020,363
Mumbai (CC),03-06-2020,330
Muzaffurpur (CC),03-06-2020,348
Mysuru,03-06-2020,325
Nagpur,03-06-2020,275
Namakkal,03-06-2020,308
Patna,03-06-2020,339
Pune,03-06-2020,340
Ranchi (CC),03-06-2020,367
Vijayawada,03-06-2020,310
Indore (CC),03-06-2020,295
Hospet,03-06-2020,285
Bhopal,03-06-2020,290
Allahabad (CC),03-06-2020,314
Warangal,03-06-2020,278
E.Godavari,03-06-2020,310
W.Godavari,03-06-2020,310
Delhi (CC),03-06-2020,295
Chittoor,03-06-2020,323
Raipur,03-06-2020,320
Luknow (CC),03-06-2020,350
Kolkata (WB),03-06-2020,350
Kanpur (CC),03-06-2020,315
Jabalpur,03-06-2020,302
Varanasi (CC),03-06-2020,350
Ahmedabad,03-06-2020,340
Vizag,03-06-2020,350
Asansole,03-06-2020,365
Barwala,03-06-2020,
Bengaluru (CC),03-06-2020,320
Brahmapur (OD),03-06-2020,315
Burdwan (CC),03-06-2020,363
Chennai (CC),03-06-2020,330
Ajmer,03-06-2020,280
Burdwan (CC),04-06-2020,400
Ajmer,04-06-2020,265
Asansole,04-06-2020,358
Barwala,04-06-2020,275
Bengaluru (CC),04-06-2020,360
Ahmedabad,04-06-2020,350
Brahmapur (OD),04-06-2020,340
Patna,04-06-2020,295
Ranchi (CC),04-06-2020,357
Pune,04-06-2020,390
Namakkal,04-06-2020,380
E.Godavari,04-06-2020,345
Hyderabad,04-06-2020,350
Ludhiana,04-06-2020,283
Midnapur (KOL),04-06-2020,400
Mumbai (CC),04-06-2020,400
Mysuru,04-06-2020,367
Vijayawada,04-06-2020,345
Vizag,04-06-2020,345
W.Godavari,04-06-2020,345
Warangal,04-06-2020,348
Allahabad (CC),04-06-2020,286
Muzaffurpur (CC),04-06-2020,300
Hospet,04-06-2020,325
Bhopal,04-06-2020,305
Chennai (CC),04-06-2020,395
Nagpur,04-06-2020,250
Delhi (CC),04-06-2020,300
Surat,04-06-2020,405
Raipur,04-06-2020,350
Varanasi (CC),04-06-2020,333
Kolkata (WB),04-06-2020,360
Kanpur (CC),04-06-2020,324
Jabalpur,04-06-2020,240
Indore (CC),04-06-2020,250
Luknow (CC),04-06-2020,333
Chittoor,04-06-2020,388
E.Godavari,05-06-2020,345
Delhi (CC),05-06-2020,335
Chittoor,05-06-2020,373
Chennai (CC),05-06-2020,380
Burdwan (CC),05-06-2020,400
Barwala,05-06-2020,290
Ajmer,05-06-2020,295
Asansole,05-06-2020,400
Bengaluru (CC),05-06-2020,350
Brahmapur (OD),05-06-2020,362
Hyderabad,05-06-2020,345
Ahmedabad,05-06-2020,355
Ludhiana,05-06-2020,310
Ranchi (CC),05-06-2020,390
Mumbai (CC),05-06-2020,385
Varanasi (CC),05-06-2020,360
Surat,05-06-2020,385
Raipur,05-06-2020,355
Luknow (CC),05-06-2020,343
Kolkata (WB),05-06-2020,365
Kanpur (CC),05-06-2020,300
Jabalpur,05-06-2020,332
Indore (CC),05-06-2020,330
Hospet,05-06-2020,315
Midnapur (KOL),05-06-2020,400
Bhopal,05-06-2020,305
Warangal,05-06-2020,347
W.Godavari,05-06-2020,345
Vizag,05-06-2020,375
Pune,05-06-2020,400
Patna,05-06-2020,367
Namakkal,05-06-2020,340
Nagpur,05-06-2020,295
Mysuru,05-06-2020,355
Muzaffurpur (CC),05-06-2020,367
Allahabad (CC),05-06-2020,328
Vijayawada,05-06-2020,345
Surat,06-06-2020,440
Varanasi (CC),06-06-2020,450
Barwala,06-06-2020,422
Ahmedabad,06-06-2020,420
Mysuru,06-06-2020,434
Muzaffurpur (CC),06-06-2020,476
Mumbai (CC),06-06-2020,430
Midnapur (KOL),06-06-2020,455
Ludhiana,06-06-2020,402
Hyderabad,06-06-2020,401
Nagpur,06-06-2020,425
E.Godavari,06-06-2020,401
Chittoor,06-06-2020,413
Chennai (CC),06-06-2020,420
Burdwan (CC),06-06-2020,575
Brahmapur (OD),06-06-2020,415
Bengaluru (CC),06-06-2020,425
Asansole,06-06-2020,428
Delhi (CC),06-06-2020,421
Ajmer,06-06-2020,431
Namakkal,06-06-2020,425
Pune,06-06-2020,450
Raipur,06-06-2020,425
Luknow (CC),06-06-2020,440
Kolkata (WB),06-06-2020,431
Kanpur (CC),06-06-2020,419
Jabalpur,06-06-2020,426
Indore (CC),06-06-2020,435
Patna,06-06-2020,452
Hospet,06-06-2020,390
Allahabad (CC),06-06-2020,476
Warangal,06-06-2020,372
W.Godavari,06-06-2020,401
Vizag,06-06-2020,375
Vijayawada,06-06-2020,401
Ranchi (CC),06-06-2020,443
Bhopal,06-06-2020,425
W.Godavari,07-06-2020,318
Warangal,07-06-2020,313
Surat,07-06-2020,369
Delhi (CC),07-06-2020,326
E.Godavari,07-06-2020,318
Hyderabad,07-06-2020,295
Ludhiana,07-06-2020,301
Midnapur (KOL),07-06-2020,375
Mumbai (CC),07-06-2020,365
Chittoor,07-06-2020,373
Muzaffurpur (CC),07-06-2020,371
Nagpur,07-06-2020,300
Namakkal,07-06-2020,330
Patna,07-06-2020,376
Pune,07-06-2020,350
Ranchi (CC),07-06-2020,381
Vijayawada,07-06-2020,328
Mysuru,07-06-2020,355
Varanasi (CC),07-06-2020,377
Chennai (CC),07-06-2020,380
Brahmapur (OD),07-06-2020,332
Raipur,07-06-2020,370
Luknow (CC),07-06-2020,373
Kolkata (WB),07-06-2020,360
Kanpur (CC),07-06-2020,348
Jabalpur,07-06-2020,365
Indore (CC),07-06-2020,350
Burdwan (CC),07-06-2020,375
Hospet,07-06-2020,315
Allahabad (CC),07-06-2020,343
Ahmedabad,07-06-2020,350
Ajmer,07-06-2020,311
Asansole,07-06-2020,375
Barwala,07-06-2020,312
Bengaluru (CC),07-06-2020,350
Bhopal,07-06-2020,365
Vizag,07-06-2020,349
Midnapur (KOL),08-06-2020,450
Brahmapur (OD),08-06-2020,409
Namakkal,08-06-2020,380
Nagpur,08-06-2020,340
Mysuru,08-06-2020,380
Muzaffurpur (CC),08-06-2020,428
Ludhiana,08-06-2020,379
Hyderabad,08-06-2020,365
E.Godavari,08-06-2020,405
Patna,08-06-2020,409
Delhi (CC),08-06-2020,388
Chennai (CC),08-06-2020,395
Burdwan (CC),08-06-2020,450
Bengaluru (CC),08-06-2020,375
Barwala,08-06-2020,380
Asansole,08-06-2020,430
Ajmer,08-06-2020,380
Ahmedabad,08-06-2020,387
Chittoor,08-06-2020,388
Pune,08-06-2020,400
Mumbai (CC),08-06-2020,405
Vijayawada,08-06-2020,405
Varanasi (CC),08-06-2020,424
Ranchi (CC),08-06-2020,428
Raipur,08-06-2020,400
Luknow (CC),08-06-2020,416
Kolkata (WB),08-06-2020,418
Kanpur (CC),08-06-2020,414
Jabalpur,08-06-2020,387
Indore (CC),08-06-2020,410
Surat,08-06-2020,390
Bhopal,08-06-2020,400
Allahabad (CC),08-06-2020,390
Warangal,08-06-2020,368
W.Godavari,08-06-2020,405
Vizag,08-06-2020,405
Hospet,08-06-2020,340
Brahmapur (OD),09-06-2020,452
Mysuru,09-06-2020,445
Muzaffurpur (CC),09-06-2020,476
Mumbai (CC),09-06-2020,473
Midnapur (KOL),09-06-2020,
Ludhiana,09-06-2020,420
Hyderabad,09-06-2020,418
E.Godavari,09-06-2020,455
Chennai (CC),09-06-2020,440
Chittoor,09-06-2020,433
Asansole,09-06-2020,
Barwala,09-06-2020,415
Bengaluru (CC),09-06-2020,445
Burdwan (CC),09-06-2020,
Nagpur,09-06-2020,420
Delhi (CC),09-06-2020,441
Namakkal,09-06-2020,415
Kolkata (WB),09-06-2020,485
Pune,09-06-2020,475
Raipur,09-06-2020,453
Surat,09-06-2020,475
Varanasi (CC),09-06-2020,467
Ajmer,09-06-2020,422
Kanpur (CC),09-06-2020,438
Jabalpur,09-06-2020,444
Indore (CC),09-06-2020,440
Hospet,09-06-2020,410
Bhopal,09-06-2020,440
Allahabad (CC),09-06-2020,448
Warangal,09-06-2020,421
W.Godavari,09-06-2020,455
Vizag,09-06-2020,458
Vijayawada,09-06-2020,455
Ranchi (CC),09-06-2020,486
Patna,09-06-2020,467
Ahmedabad,09-06-2020,470
Luknow (CC),09-06-2020,477
Hospet,10-06-2020,515
Chennai (CC),10-06-2020,550
Brahmapur (OD),10-06-2020,532
Bengaluru (CC),10-06-2020,550
Barwala,10-06-2020,532
Ajmer,10-06-2020,540
Ahmedabad,10-06-2020,576
Chittoor,10-06-2020,543
Indore (CC),10-06-2020,550
Kanpur (CC),10-06-2020,562
Kolkata (WB),10-06-2020,573
Luknow (CC),10-06-2020,580
Raipur,10-06-2020,535
Surat,10-06-2020,600
Varanasi (CC),10-06-2020,581
Jabalpur,10-06-2020,550
Delhi (CC),10-06-2020,551
Bhopal,10-06-2020,558
Hyderabad,10-06-2020,528
E.Godavari,10-06-2020,529
Allahabad (CC),10-06-2020,557
Warangal,10-06-2020,531
W.Godavari,10-06-2020,529
Vizag,10-06-2020,522
Vijayawada,10-06-2020,529
Pune,10-06-2020,577
Patna,10-06-2020,571
Ranchi (CC),10-06-2020,581
Mumbai (CC),10-06-2020,583
Namakkal,10-06-2020,525
Nagpur,10-06-2020,565
Mysuru,10-06-2020,553
Muzaffurpur (CC),10-06-2020,581
Ludhiana,10-06-2020,530
Delhi (CC),11-06-2020,485
E.Godavari,11-06-2020,440
Hospet,11-06-2020,440
Hyderabad,11-06-2020,430
Mumbai (CC),11-06-2020,501
Muzaffurpur (CC),11-06-2020,505
Chittoor,11-06-2020,468
Nagpur,11-06-2020,460
Mysuru,11-06-2020,475
Ludhiana,11-06-2020,462
Chennai (CC),11-06-2020,475
Kolkata (WB),11-06-2020,502
Bengaluru (CC),11-06-2020,475
Barwala,11-06-2020,441
Ajmer,11-06-2020,445
Ahmedabad,11-06-2020,498
Jabalpur,11-06-2020,470
Kanpur (CC),11-06-2020,467
Namakkal,11-06-2020,450
Surat,11-06-2020,510
Raipur,11-06-2020,455
Luknow (CC),11-06-2020,550
Brahmapur (OD),11-06-2020,430
Varanasi (CC),11-06-2020,523
Indore (CC),11-06-2020,460
Allahabad (CC),11-06-2020,486
Bhopal,11-06-2020,480
Warangal,11-06-2020,432
W.Godavari,11-06-2020,440
Vizag,11-06-2020,440
Vijayawada,11-06-2020,440
Ranchi (CC),11-06-2020,519
Pune,11-06-2020,500
Patna,11-06-2020,490
